transaction_id,customer_id,age,income,employment_status,credit_score,avg_monthly_spend,active_loans,payment_delay_days,last_payment_amount,transaction_amount,transaction_type,account_balance,fraud_flag,currency,payment_method,timestamp
15933f9d-0cef-4aa4-85c7-bc437bb35285,c99f0825-c3f3-47d5-a666-c4de753d13e9,63,12752.96,self-employed,542,378.78,3,47,3200.44,5190.35,refund,4449.79,0,USD,paypal,1765071683591
443b4288-25f3-46a6-afd6-36a841f097a5,8a3b62f2-9d3f-489d-9eba-81846e7a5d03,22,4563.03,unemployed,536,1198.96,2,31,4177.12,6048.77,deposit,22028.43,1,USD,credit_card,1765071683591
4b422d80-f75c-4854-90a4-f5f13da43c54,ecc5e57e-9646-4b5d-b306-de4ff0c1ff0f,52,15107.26,retired,527,1505.56,1,27,3582.46,8451.38,withdrawal,46216.13,1,EUR,paypal,1765071683591
0ceff34d-eef9-44eb-9e6a-d41893791c60,1ca1c2fd-4dfa-4456-9b2f-3aaae17bd6d0,57,5012.82,employed,729,1507.41,2,56,1271.71,2980.64,refund,3482.47,1,SAR,bank_transfer,1765071683591
e0ab4306-3af3-40d6-b6f7-7ed4b53f2c7b,c6822d18-704b-4eae-87da-b4703ba0ec16,20,5232.18,employed,431,3359.42,5,56,4296.56,4191.1,deposit,31607.47,1,GBP,paypal,1765071683591
21a8c2b2-9eaf-4eac-8d29-6fc1668de94f,f4058b6a-2bee-4568-b340-043d4dab5184,56,3075.35,employed,781,2073.03,3,19,3193.07,9778.2,withdrawal,10565.58,1,EUR,debit_card,1765071683591
b3ad05c8-ddb3-4672-8dc6-d2f2a775887b,d1dca251-515a-4acc-ad21-005a4ba39984,37,12221.18,self-employed,755,4399.68,3,32,3837.38,7448.49,deposit,32762.34,1,GBP,bank_transfer,1765071683591
0f328389-61a0-4c98-9964-8062d97bef2d,56f236a4-af9d-4a64-acc5-8a37aae1e5fb,47,4623.44,self-employed,348,598.16,4,24,3726.82,2759.99,purchase,33901.81,1,GBP,paypal,1765071683591
45caac07-08b8-4eaa-8da8-ec85ee44bf25,34628598-fea1-4958-97b6-7b7c4161f355,29,11992.1,self-employed,615,3280.98,1,32,4323.17,1851.37,purchase,7749.39,1,GBP,debit_card,1765071683591
c23cdcba-c955-4675-adb3-7f927c35ee0d,5c37ff5b-ef20-4f4e-9ffb-42f557294dc1,42,12510.03,employed,407,2531.0,1,44,4302.05,4413.25,purchase,40250.94,1,USD,paypal,1765071683591
fe515c3f-a7fc-4e7e-a9b6-4a0b7d47fe6a,5ad68031-a04b-429c-b146-e366a4c0bb8b,28,4146.88,unemployed,471,920.17,1,4,1955.57,9942.13,refund,1167.15,1,EUR,credit_card,1765071683591
79262231-720e-4b2a-8de8-869d6d62f595,7ef11e02-b168-4bb3-bb99-be43a7050a58,63,9511.05,employed,737,517.01,2,56,3484.27,4504.25,withdrawal,16555.3,1,GBP,debit_card,1765071683591
a7c3f265-33d6-4226-8399-0abf2b749be2,749cd84b-7a27-4b72-883e-fdd8396bb4ec,36,3242.32,employed,304,3916.84,1,29,3369.5,5500.11,purchase,28884.06,1,SAR,paypal,1765071683591
2b48528a-5966-4b1e-9484-e250d5100b38,f5528a67-9135-40e7-b29e-d570e91407ff,39,16985.05,employed,770,4209.68,2,25,4240.11,4626.67,withdrawal,17234.22,1,EUR,credit_card,1765071683591
0c76dab1-2475-4c78-b006-bb5544ef6d1f,022f9fb7-7442-41e4-b432-ab7e969b5114,44,16847.39,unemployed,542,2886.42,2,0,1700.38,4053.87,purchase,24844.13,1,EUR,paypal,1765071683591
3e7e6cce-09e8-431b-96a6-22b43db652b3,a0caf802-67a5-4438-8ddf-02a8a6772124,35,18529.38,self-employed,387,698.24,0,34,2555.39,2615.33,purchase,38495.66,1,GBP,bank_transfer,1765071683591
0ac8ff92-8426-4c0e-b189-9f497139be51,ed7e2752-b2db-4dbe-b27d-e2cf528cb006,62,14210.38,retired,552,317.11,5,10,4020.97,3551.87,withdrawal,6519.35,0,EUR,debit_card,1765071683591
8a4c935c-9b65-4d6b-9d29-ca81e86a1da7,0e656504-84f1-4957-b504-966e16777064,23,12217.9,retired,484,923.38,0,54,3328.08,6700.79,deposit,3541.85,0,GBP,bank_transfer,1765071683591
b5bb7695-0d77-4149-9d49-5de66956eb11,24e62246-91ea-4044-b452-80362c24e7b9,63,17187.0,retired,831,3581.09,5,16,1902.06,7749.78,withdrawal,20849.37,0,EUR,bank_transfer,1765071683591
7805f5f1-8b34-40fa-bad6-821a5700b765,0cdbf3fa-da43-4b42-a0e5-4c152f5c5495,21,19963.34,unemployed,842,3740.86,4,0,4690.67,1251.57,deposit,36809.84,1,GBP,credit_card,1765071683591
b5efc2ed-fa5b-4ef4-b24d-87836131744b,dfafb5be-4968-4a12-86fb-28a876de6a37,22,18119.88,unemployed,415,3035.14,2,25,2775.82,3239.93,deposit,8940.56,0,USD,bank_transfer,1765071683591
d236afe2-0d8c-41bc-a6a0-16c500daf3c4,2db4e911-ecd4-456b-b686-952c428cf43e,68,6841.89,unemployed,397,4776.07,1,55,3087.43,8462.33,refund,25389.06,1,GBP,bank_transfer,1765071683591
71631ec3-90e2-486e-aa7b-68e1d4413321,8c1229da-a1bd-41bf-9ccd-4bea26d10c0a,34,19732.62,employed,734,1990.82,1,54,612.92,1386.18,purchase,16013.66,0,GBP,paypal,1765071683591
eeecfb89-5a8c-47b7-b243-a967e02467b3,ca928f77-5710-4848-a0b1-0f72b46b7fd4,52,15681.68,retired,553,2289.16,0,59,1643.74,4665.81,refund,8669.61,0,GBP,credit_card,1765071683591
7c609b71-5f9f-4941-8f91-f7f3a2362d99,69e75b75-179a-4a80-a006-03726de679ae,60,19149.22,retired,671,677.04,3,50,3304.79,1789.81,deposit,49603.09,0,GBP,debit_card,1765071683591
908a2928-4851-4c10-a889-e4480dca5e28,0ba4dc76-fd7d-46b2-bfb7-2f283f314c75,53,18958.23,unemployed,388,4597.58,1,39,746.59,9814.16,refund,29666.39,0,USD,paypal,1765071683591
9621f90c-4a11-48e8-b708-6c700dfa5d16,69f084a2-5898-41ae-995c-ee4acfb1e7fb,50,12142.7,employed,597,501.51,2,41,2087.51,501.9,purchase,28232.98,0,USD,bank_transfer,1765071683591
d816babc-0885-4c68-a115-d3ff51c9ae89,4fe95ce2-0fdd-4296-9eb7-51ba156ea94c,36,11426.26,self-employed,533,1870.53,3,50,389.19,4793.35,refund,34296.88,0,GBP,bank_transfer,1765071683591
5e17fbf3-484d-4ff4-a382-16aa4af86626,964632bb-7c7a-48ef-a3f4-2e0065eeca3d,18,7513.37,unemployed,801,254.81,1,22,2430.01,6106.22,withdrawal,13173.7,1,GBP,credit_card,1765071683591
bcacf1d2-d798-4f4e-b15d-5fd4d9f4590d,31db0885-06ba-451d-8fb8-617b737fa89e,30,3781.4,employed,312,574.85,4,50,3672.13,7428.53,deposit,49183.54,1,GBP,debit_card,1765071683591
72e005e8-bc5d-4c67-b4ee-e19319050bcc,02912154-ebee-4494-9e12-3a97f0779d9e,55,14702.42,employed,406,1766.53,5,52,3682.57,9821.11,purchase,47221.59,0,EUR,debit_card,1765071683591
539ddc30-5633-41ea-afbe-f6b5c8004931,7f100460-13c4-479f-affb-62dcf1a94c84,41,12400.12,self-employed,827,3001.8,1,22,305.97,9361.9,refund,8528.39,0,GBP,debit_card,1765071683591
682e418e-8072-4bb7-adfb-a775d81314e0,edf524cc-ca8c-4206-b32e-5c3df90427e5,65,3539.75,self-employed,716,3016.13,3,7,245.48,9300.41,purchase,32682.4,0,SAR,paypal,1765071683591
0cba7f5b-15b1-45fa-aa51-c7dae82d6a99,d2f0fe87-db4c-45b5-ae06-e38570d8b779,34,11638.09,retired,534,1689.05,2,14,293.14,9578.46,deposit,17969.12,0,SAR,debit_card,1765071683591
e69df5ab-801d-4248-80cd-ac4fb6c55243,48194a3b-ad03-4b23-9070-a465feabbb9a,60,7114.03,employed,414,3881.4,1,43,1824.04,6326.35,deposit,32781.33,1,GBP,credit_card,1765071683591
007a25c7-6c2c-400a-9a52-bb9caa0cbb5d,ca4243a6-ad27-48e3-a89f-78042ec91609,39,19465.3,retired,386,3142.36,0,3,3525.35,465.47,withdrawal,8124.64,0,GBP,credit_card,1765071683591
3455e534-3119-458a-95c2-c0c26ee7cf82,bdd7ab1c-02ee-4ffe-b442-0099389d3fab,25,8816.93,retired,675,294.7,4,24,4495.21,1420.79,refund,4264.51,1,GBP,bank_transfer,1765071683591
29418a20-6bb9-46c1-a000-6dd1c857fa78,5134a88d-cb14-4c69-8cbe-3c577382a40d,45,16376.63,unemployed,478,1948.1,0,53,394.17,6086.78,withdrawal,23615.92,0,SAR,credit_card,1765071683591
f1a1815e-68bb-41b5-b818-5070e205cd4b,15701f1b-ec7c-4cd7-acdf-9ad248cbb864,20,12017.12,unemployed,600,1922.06,0,41,1562.68,8905.74,purchase,44.13,0,USD,bank_transfer,1765071683591
f6c7d025-9652-441c-84e1-22f448087ee2,c607b5cb-40a1-4cba-afb6-bcc408edea2a,31,12327.36,employed,481,3628.65,1,46,3715.95,7856.9,withdrawal,20995.18,0,GBP,paypal,1765071683591
0af4ec52-c9f5-4829-b737-85b42c78840d,8d9e08f5-6945-4b52-93d4-5a992831ce88,52,18872.95,self-employed,670,1079.27,5,35,3460.31,8062.39,purchase,6896.26,0,EUR,debit_card,1765071683591
694b9b7f-0ae6-4e6e-8720-c18a572f19b6,872582dd-a2bd-4088-a051-0ead20843339,74,8768.72,retired,385,4074.16,4,46,4800.38,7411.98,purchase,42818.39,1,SAR,credit_card,1765071683591
d32c5922-a22d-4d2d-a399-3c473d6d3988,0ed41836-8b11-49cf-8533-4a2ccf2931d8,68,9425.28,unemployed,650,679.02,0,42,296.76,7944.7,refund,7180.44,1,USD,credit_card,1765071683591
7c22375a-84dd-4517-a435-4f22f82cb822,a512ac5d-43f8-4659-8c61-e66555f2c834,27,7836.11,self-employed,514,4498.06,0,24,4031.64,4260.65,refund,42161.51,0,SAR,paypal,1765071683591
54dbde5c-c013-4ef3-a543-69ae660fd21a,33bafe97-65cc-46e0-a64f-6de1e4f631e7,65,14078.53,retired,434,2569.8,2,48,4743.61,4514.98,purchase,35522.75,1,GBP,bank_transfer,1765071683591
40fd501a-be10-4723-8125-4f06de24190f,25fce1cc-15a6-46b7-b2f6-375b561ff92f,56,6404.44,unemployed,471,4410.4,3,36,2291.98,99.85,purchase,7342.74,1,EUR,bank_transfer,1765071683591
5821fcfb-874e-4770-a688-b59ea4bf179e,68176331-1a02-4312-9628-4e34df807b8f,45,2625.93,employed,449,2041.21,5,9,3730.95,8352.29,purchase,33989.51,1,GBP,bank_transfer,1765071683591
beca1d22-2073-40c9-8e72-16f9ac28ec44,9fad21b3-360a-4c9c-8c51-a5340527c43c,56,12174.89,self-employed,563,2361.87,5,46,1925.85,9953.1,refund,38053.74,0,USD,bank_transfer,1765071683591
a75e8b77-5082-4a0a-9e58-3d42973920e8,bfdb9f83-7653-45b9-a585-951a8e629a93,35,8040.12,employed,674,872.04,3,44,3036.16,7259.78,deposit,13883.98,1,USD,bank_transfer,1765071683592
1bcad5f6-f162-4ee5-a2eb-e06d8d423887,68f97bac-6e35-4490-88bf-f516bdb6bb4b,66,16267.87,retired,628,359.25,1,49,4544.77,5369.05,deposit,45654.11,1,SAR,bank_transfer,1765071683592
8b58d264-2368-4370-aefe-1f8906b675ba,0747211f-6310-436e-873b-2359c4ab1d44,73,10243.45,retired,705,3251.18,3,37,1065.81,1295.3,deposit,23174.0,0,EUR,bank_transfer,1765071683592
157897ae-c2f3-4beb-8893-6e4ba13d0a82,2a1d1742-9c0c-4489-8738-5b0d6338bd00,51,15029.03,retired,428,2248.13,0,24,3557.69,3550.96,withdrawal,24444.21,0,SAR,bank_transfer,1765071683592
01e89e29-8441-485c-834b-fb8921300634,bbd55ee1-79fe-464b-84f5-cb5ba7d7d582,18,12505.54,employed,834,3931.85,0,18,3991.81,2911.57,withdrawal,12041.69,0,EUR,debit_card,1765071683592
b12bb95c-08cd-4295-b07d-82e2b80480ea,f86cd862-5add-46f4-b11c-a120b7748914,47,7275.45,unemployed,698,2125.1,1,41,1889.34,5143.89,deposit,9306.56,1,EUR,debit_card,1765071683592
695d50d8-44f8-4a0d-bfff-4dc95e083e6b,65eac802-8c9a-40f6-a0b1-f984fc3a3b6a,42,8527.67,retired,660,4686.86,1,20,2694.21,9170.1,withdrawal,23437.08,0,USD,bank_transfer,1765071683592
8d084b0b-f096-45f4-9e39-8028cd01eea8,000b3a6a-10ac-4f7b-8a14-4345bb5e4d28,34,11617.9,employed,521,2789.63,4,42,4095.6,3206.81,refund,4133.39,0,SAR,paypal,1765071683592
c29e12b3-0602-4f4d-a503-6c9dc7abbee3,1c309882-5a56-49bf-abb5-49ea8df97b3d,21,15160.69,retired,522,4262.02,4,0,4637.91,8421.6,withdrawal,7552.63,1,GBP,debit_card,1765071683592
8a8e3708-ee11-4be9-b5ed-aef745493da4,c448d8f0-3497-4474-bf87-d0dae12c4168,42,9607.15,employed,535,2620.14,2,35,1578.62,331.53,deposit,49643.72,0,USD,credit_card,1765071683592
8d2fca30-6f4b-4801-b98f-6a3acf628fe6,22115bce-af1d-4279-be4e-13ecfa83a562,24,18680.0,employed,796,2474.85,1,36,2249.91,3594.68,refund,41354.32,0,SAR,paypal,1765071683592
426185d4-9f9a-4d47-b82f-e6763e2dfc93,11f07245-e458-44dd-aca5-45f969143816,35,15929.57,retired,484,3845.17,4,10,2522.77,3102.09,refund,33191.2,0,USD,bank_transfer,1765071683592
9133a6a8-da1e-4fd3-bf26-f10d9a14623f,41e74ac2-9792-4cc8-aa79-27e2a23a62eb,39,8357.56,self-employed,674,3274.66,4,55,894.21,2679.57,deposit,35548.98,1,SAR,paypal,1765071683592
e19c3f8a-f11e-4c29-a9a7-c55bd5d01c74,f2a77050-50ca-4a7c-8058-1434d6129f2c,47,4106.77,employed,465,3512.26,4,19,1199.48,8746.56,refund,24743.81,1,USD,credit_card,1765071683592
a0fc78b3-a674-4547-b225-f5ab377e217d,ba80fde7-8857-4334-89df-546517836f47,18,16457.48,self-employed,539,1233.15,4,41,1951.45,8919.83,withdrawal,16762.12,1,EUR,bank_transfer,1765071683592
ca830547-1e12-480a-9057-278a21ad7075,56406845-fd82-4bcf-9ead-6c3782f370da,18,10053.87,retired,559,1067.81,3,22,1586.05,1550.8,refund,38893.4,0,GBP,debit_card,1765071683592
d73dc358-3374-4841-b61a-b19cbea582d6,09d2a704-a0b6-4305-915d-d0051b0fe947,36,3299.77,employed,333,507.6,0,21,4948.66,7279.64,purchase,22888.26,1,SAR,paypal,1765071683592
01f8acfe-13fb-4b56-813c-eba992b40f9d,5944eb0b-5c58-4cc8-946b-63192162b828,65,18596.38,employed,601,619.48,4,16,3766.31,9143.38,purchase,3973.66,1,SAR,bank_transfer,1765071683592
45f82695-d8ec-4ba4-bce7-c51ebe5d90de,ccc7d1ee-e41c-475e-9ae0-f76438de5def,41,5369.7,retired,562,952.16,5,30,309.63,3702.88,withdrawal,44619.65,0,USD,paypal,1765071683592
498a1b5d-151f-4d51-94ba-3d9cea2ad718,3046187e-4b77-4d61-a009-b9e214b6d982,29,8439.81,employed,431,2177.54,2,50,4103.82,6789.85,withdrawal,28010.98,1,GBP,credit_card,1765071683592
e79393fc-c771-4ead-89a1-4f598a584bb2,022eb691-c7fc-44f2-aa49-3ee5901b68a2,24,19454.65,self-employed,320,3322.83,3,43,4516.27,765.69,deposit,25493.64,0,EUR,debit_card,1765071683592
cd3d5326-21d0-4cbd-974e-d2e4dba51fd4,6179aadf-ad15-493a-88cd-aa6c512d676b,33,5627.05,employed,787,3098.38,0,56,4450.82,3520.52,deposit,5836.94,0,USD,credit_card,1765071683592
0bf22e9a-3760-4ba7-93a9-86fe1a4cddd6,6cae7723-55ff-4d9f-8bb4-4dd96c48731f,23,7667.61,employed,619,1520.16,4,17,887.11,1593.82,deposit,8158.08,1,EUR,credit_card,1765071683592
d7b30e56-85d9-4881-8567-00a05a28ea08,e6923f5d-2dbc-422d-bbac-b40c5b6721f4,70,8257.15,retired,305,171.03,4,20,4019.16,7556.01,purchase,31565.79,1,GBP,bank_transfer,1765071683592
2090a7de-1c59-4eb8-99e6-cdafcc053d1a,d66858cf-e879-448b-9e2b-0cd0132a801e,70,10566.67,unemployed,445,419.74,2,1,4730.78,263.75,refund,1197.56,0,SAR,debit_card,1765071683592
2f17a96a-c5ee-4906-a5ff-5ddbd144f4b8,b48a4093-54dd-4d95-a793-1a434f97b76b,21,9167.08,self-employed,579,4026.25,4,26,526.67,5479.83,withdrawal,33552.25,0,SAR,debit_card,1765071683592
0785090a-24b9-460b-8ad6-7b5cefd30161,72f96b9b-17e8-4e0d-a5c4-69e9dfa56c69,44,16789.56,unemployed,556,2311.19,1,11,2493.74,4192.29,withdrawal,16543.35,0,EUR,paypal,1765071683592
1c1c582e-de5d-4adc-b3d4-a34c29852f15,4dbb93cb-7e48-492f-9a98-a4380f3d8e13,56,17660.99,retired,547,3686.13,2,32,4915.82,7145.39,purchase,3904.31,1,SAR,debit_card,1765071683592
51be53b5-0d0e-404b-8872-5e4cb0af23bd,4880b108-7ee4-4130-acaf-8918faa6083c,35,2613.2,unemployed,608,1281.51,2,35,3757.52,5169.94,purchase,48136.63,1,USD,debit_card,1765071683592
69603883-2178-4b07-8ff6-90485666b80c,97a4a004-ea42-4d2f-b326-ad0a6f2733c6,25,18243.5,unemployed,614,3918.71,1,10,2983.03,748.0,withdrawal,9431.78,1,USD,paypal,1765071683592
4f8ecf11-36c5-4f99-87aa-43583940a72b,e3c9d850-c1c6-465a-be56-123ebcc7344f,23,8321.08,retired,534,680.85,5,46,4623.31,9636.63,refund,26593.88,0,USD,paypal,1765071683592
cc74679a-44af-4b30-a303-2f5fe746989d,054a45e3-a2df-43ec-81bd-2978fa77cbb4,64,14611.63,employed,528,1705.48,1,39,4857.85,7728.28,purchase,25451.14,1,EUR,credit_card,1765071683592
ab2cf6a7-4b94-4ea7-83ff-5ebe5d1a73fb,ff78448d-45a9-4851-b3cf-c6d6f1bdba93,33,8991.29,unemployed,473,4126.55,0,39,289.98,4972.77,deposit,31570.46,1,USD,debit_card,1765071683592
0d1c3065-e174-4197-9522-fa372711f368,0f143f5f-8230-447d-98ee-644614a78bd1,26,8396.2,retired,304,1018.83,2,9,3995.82,1011.35,withdrawal,45205.6,0,SAR,debit_card,1765071683592
332a7275-b384-403e-87ee-aa46b209559a,d43e9d4a-71ec-44ba-ae21-599242b8a267,56,5924.85,self-employed,721,1593.84,0,21,2810.12,3082.72,refund,33861.25,1,GBP,credit_card,1765071683592
d02dd347-e2cd-469b-8a76-d700d05180ee,77906c89-459f-4fc7-96f6-d93c5e2a2935,33,11181.13,employed,765,754.8,1,12,2794.89,4967.28,withdrawal,6778.43,0,GBP,credit_card,1765071683592
7b74d26f-b8b4-44a6-a243-c413601e6d85,c4402ca1-a1af-461d-8a8f-4434facd3aa2,73,19615.1,self-employed,584,3552.16,1,30,668.03,5492.39,refund,32271.4,0,EUR,bank_transfer,1765071683592
b97aa8a2-3abb-4d61-a504-96ece2b1d3ff,f34eb249-c3d5-4f59-a71c-0e7089053026,30,16492.28,unemployed,714,4921.91,5,17,4626.23,9637.9,deposit,4557.55,1,USD,bank_transfer,1765071683592
35293285-875a-4d5b-8ec5-33b58534660c,31a15800-4a01-46a8-a89d-6eea1a7de85a,29,10907.96,unemployed,391,1138.82,1,57,2272.82,3998.64,deposit,40704.99,1,SAR,bank_transfer,1765071683592
cc6ebf69-653b-40c9-8668-ab0070940d2e,ccfa1202-8328-4a9c-8d29-b4281ae5d159,58,11869.93,retired,399,4821.0,4,24,4547.83,1405.31,purchase,14751.49,1,GBP,debit_card,1765071683592
bd496502-521b-4f98-a277-685c5128ef80,8dfb8a90-e194-4427-a41e-a9a4112653b1,58,8402.68,retired,850,3608.14,5,22,3077.55,3024.31,deposit,23195.18,1,EUR,paypal,1765071683592
82866d24-a46a-49a7-9932-4bd74a819c40,a7354420-3242-44e4-a1f0-475f3645ef0c,36,10415.69,self-employed,505,4791.96,4,37,2335.64,1823.01,withdrawal,2473.52,0,USD,credit_card,1765071683592
4d6de28f-accb-40e0-acc0-5053cf01681a,f8883c04-27c4-483d-8489-9244dbdd328c,73,8468.7,self-employed,345,4065.91,3,2,2568.22,1991.46,deposit,25630.88,1,EUR,debit_card,1765071683592
67b14ddb-1f63-4092-a1ec-caa53f617b0d,feb092d5-2faa-4ca4-8d93-c3aedfb3e17e,52,10658.09,employed,727,2442.83,0,54,84.68,272.3,refund,44626.21,0,GBP,paypal,1765071683592
3f060dc3-edf0-4553-bfec-e2051e694450,47b922cc-eaab-4312-9cfa-26bde637faeb,50,2606.51,retired,848,3995.91,3,39,3225.82,6404.93,refund,13439.98,1,SAR,credit_card,1765071683592
3c3b0238-e641-4ed2-b292-a28aae199d74,59d8ecc0-9e70-43dc-a2ee-756f84d75929,31,16232.78,retired,472,491.39,5,25,4179.19,2882.98,refund,43403.5,1,SAR,debit_card,1765071683592
54b4436a-9dfa-475d-97dd-50ce4e2d3537,569622fc-358f-4f88-a18b-13b4e1405e9a,38,18402.2,retired,567,563.6,1,45,1345.46,5827.98,withdrawal,48003.58,0,USD,credit_card,1765071683592
9be777ab-3302-48aa-b72a-0af1be8b5d8c,b13afb3e-21f6-4f49-9bfe-d90215504e15,53,12565.09,unemployed,690,3997.41,4,41,4139.88,5737.9,refund,14209.65,0,SAR,credit_card,1765071683592
9a2750cd-b223-49ed-b786-d34854ff7653,570c8682-ef56-4d77-971e-38acd0cc299f,21,13674.37,unemployed,315,2797.53,3,12,4542.28,6841.25,deposit,11706.37,0,EUR,bank_transfer,1765071683592
5175fed4-1c0e-43e6-a764-7f942b471ec6,d078ec77-5d00-4758-9383-0113d3f974c9,43,12124.29,unemployed,305,3244.97,4,57,4925.57,5802.98,purchase,39910.71,1,GBP,bank_transfer,1765071683592
2c5eaab5-1c0e-4609-a9ab-1cea92340942,bd78084d-b62a-42db-9851-1c7a3f89a9e6,23,17309.49,unemployed,456,1497.13,2,29,496.27,8339.95,withdrawal,32006.07,0,USD,bank_transfer,1765071683592
dbee70c6-ac38-4838-8381-93559e0d4185,e4b8ab51-592d-4310-a770-a77aeac11b69,27,14585.24,employed,369,4045.54,1,55,3152.02,8356.81,purchase,8654.11,0,USD,paypal,1765071683592
df6af198-9439-4b0c-b9c3-a22fbd80ed33,bc52b547-293a-48c2-b1cd-90beca4d993b,72,8680.43,self-employed,664,640.77,4,21,1652.67,934.54,deposit,8395.5,0,GBP,paypal,1765071683592
426ff7b5-d075-4f91-8b4a-b53e603f8a35,3ad7eae5-d6aa-44f8-9de6-d6d28d4f1df4,37,15783.39,retired,465,253.2,1,51,1420.09,9769.98,deposit,43033.43,0,USD,paypal,1765071683592
d8da498f-1e12-48f2-b5c6-52ab494b854f,501d50e8-42ea-48fe-bc00-e0997bace8e5,52,4507.75,retired,845,899.76,2,16,3459.92,7381.52,refund,12034.59,1,USD,bank_transfer,1765071683592
1d7ce785-6ab1-4377-b1e7-4a0525de4bf8,39108961-68a0-4e0c-8838-47223e9750f4,57,6204.68,unemployed,602,1100.72,2,26,4647.21,8898.15,purchase,28000.42,1,USD,bank_transfer,1765071683592
7033eb52-05e2-4024-ba6a-6b28e4e0f43e,c4d6fb75-871d-4651-9385-e9ec31aceda4,56,10395.15,unemployed,418,275.43,5,15,1395.86,739.83,withdrawal,24257.46,0,USD,bank_transfer,1765071683592
587cd8f7-0911-49b9-8da7-dadab84003e6,0d51850c-f272-4eea-bd44-40acf3a5eb7a,64,14282.89,retired,303,4186.0,0,28,2181.57,2966.6,withdrawal,12515.78,1,EUR,bank_transfer,1765071683592
